customer_id,first_name,last_name,gender,age,signup_date,region
C0481,Keith,Hayes,Female,67.0,2022-11-17,North
C0482,Jennifer,Ramsey,Male,37.0,2024-12-09,West
C0483,Alan,Webb,Other,28.0,2022-04-10,North
C0484,Deanna,Hall,Other,38.0,2022-06-14,South
C0485,David,Krause,Male,63.0,2023-07-26,North
C0486,Joseph,Leon,Female,42.0,2023-10-04,North
C0487,Danny,Camacho,Female,27.0,2021-02-14,West
C0488,Brent,Dickson,Female,34.0,2024-12-06,West
C0489,Paula,Washington,Male,,2020-09-02,South
C0490,Joseph,Wright,Male,66.0,2022-06-15,South
C0491,Samuel,Conley,Female,50.0,2023-08-21,West
C0492,Scott,Parrish,Male,35.0,2023-08-20,North
C0493,Kimberly,Brown,Female,47.0,2022-08-24,West
C0494,Jessica,Cox,Male,48.0,2021-03-17,North
C0495,Victoria,Smith,Female,58.0,2024-10-30,South
C0496,Carrie,Ruiz,Male,35.0,2024-12-21,North
C0497,Holly,Deleon,Male,66.0,2024-08-04,South
C0498,Alexis,Martinez,Female,54.0,2022-11-12,West
C0499,Kristina,Manning,Female,23.0,2021-04-09,South
C0500,Heather,Martinez,Male,41.0,2022-07-02,South
C0501,Sarah,Caldwell,Male,52.0,2020-09-10,West
C0502,Karina,Thompson,Other,46.0,2021-02-14,North
C0503,Pamela,Johnson,Male,70.0,2024-08-03,West
C0504,Melanie,Monroe,Other,36.0,2021-09-13,South
C0505,Jonathan,Chung,Male,21.0,2023-07-28,West
C0506,Michael,Reese,Female,56.0,2020-05-14,East
C0507,Kyle,Beck,Other,42.0,2021-05-31,East
C0508,Joshua,Boyer,Other,31.0,2025-04-09,East
C0509,Dean,Taylor,Male,28.0,2021-12-30,North
C0510,Sergio,Garrett,Female,23.0,2022-01-19,West
C0511,Robert,Chung,Other,25.0,2024-11-14,South
C0512,Brian,Casey,Other,53.0,2021-03-08,East
C0513,Olivia,Jones,Female,31.0,2020-06-27,East
C0514,Joann,Gibson,Other,39.0,2025-01-25,East
C0515,Elizabeth,Alvarez,Other,46.0,2023-07-22,East
C0516,Nicholas,Kramer,Male,60.0,2024-01-30,East
C0517,Jonathan,Wilson,Female,31.0,2022-04-06,West
C0518,Nicholas,Fischer,Other,39.0,2024-09-24,North
C0519,Renee,Fletcher,Other,26.0,2021-08-28,North
C0520,Michael,Lee,Other,48.0,2021-06-25,North
C0521,Kyle,Smith,Male,61.0,2024-02-28,South
C0522,Cathy,Turner,Female,53.0,2022-08-06,West
C0523,Jessica,Villanueva,Female,52.0,2024-10-10,North
C0524,Diana,Jones,Other,59.0,2020-07-05,North
C0525,Lee,Booker,Other,19.0,2020-08-14,West
C0526,Michael,Brown,Other,25.0,2021-08-09,East
C0527,Ian,Carter,Female,,2024-10-05,East
C0528,Mary,Jacobson,Female,29.0,2020-12-09,North
C0529,Veronica,Brooks,Male,47.0,2023-03-03,East
C0530,Jasmine,Smith,Male,46.0,2024-03-12,North
C0531,Samantha,Peters,Male,65.0,2024-10-10,North
C0532,Zachary,Bailey,Female,61.0,2022-06-14,East
C0533,Tyler,Martinez,Male,23.0,2024-09-13,East
C0534,Shawn,Welch,Other,32.0,2024-01-20,South
C0535,Derrick,Lopez,Female,41.0,2023-10-21,North
C0536,Roy,Sanders,Female,49.0,2023-11-11,South
C0537,Daniel,Garrison,Male,30.0,2020-07-21,West
C0538,Christopher,Miller,Male,35.0,2022-01-01,West
C0539,Sherry,Williams,Male,53.0,2022-11-08,South
C0540,Jessica,Joseph,Other,65.0,2023-05-31,South
C0541,Janice,Butler,Male,55.0,2022-11-15,South
C0542,Julie,Simon,Other,22.0,2022-08-13,South
C0543,Dylan,Russell,Female,54.0,2023-09-21,South
C0544,Adrian,Warner,Other,64.0,2020-05-13,East
C0545,Stephen,Jones,Male,61.0,2022-03-02,North
C0546,Paul,Thompson,Other,61.0,2023-02-25,East
C0547,Jay,Johnson,Other,53.0,2024-08-17,West
C0548,Bryce,Simmons,Male,45.0,2020-06-09,North
C0549,Mark,Porter,Female,45.0,2023-11-04,West
C0550,Kelly,Chaney,Female,25.0,2023-03-30,West
C0551,Yvonne,Griffith,Female,41.0,2024-04-13,North
C0552,Tracy,Gonzalez,Other,32.0,2020-10-04,North
C0553,Laura,Rodriguez,Female,44.0,2023-10-31,West
C0554,Tiffany,Knapp,Female,18.0,2024-10-10,West
C0555,Tony,Sosa,Male,39.0,2020-07-22,North
C0556,Summer,Price,Other,69.0,2023-09-06,North
C0557,Juan,Cantu,Other,32.0,2021-04-14,West
C0558,Lindsey,Gutierrez,Male,33.0,2024-08-11,South
C0559,Caroline,Castro,Male,39.0,2024-05-15,East
C0560,Anthony,Phillips,Male,58.0,2022-01-10,North
C0561,Alicia,Howe,Male,48.0,2021-01-08,West
C0562,John,Mckenzie,Male,55.0,2023-06-20,East
C0563,Amanda,Sampson,Female,33.0,2020-12-16,North
C0564,Jessica,Miller,Female,33.0,2022-10-16,East
C0565,Emily,Foster,Male,70.0,2024-09-08,East
C0566,Johnny,Chapman,Other,68.0,2025-03-16,South
C0567,Nicole,George,Male,67.0,2021-03-22,West
C0568,Nathan,Garcia,Male,58.0,2023-07-06,West
C0569,Timothy,Schultz,Other,25.0,2023-12-29,North
C0570,Amy,Hess,Male,,2024-04-30,West
C0571,Jessica,Ayers,Female,62.0,2021-11-22,North
C0572,Abigail,Adams,Male,21.0,2020-04-20,West
C0573,Mary,Arnold,Male,37.0,2022-01-07,West
C0574,Anthony,Webb,Male,24.0,2022-06-25,North
C0575,Paul,Hall,Other,21.0,2025-02-10,East
C0576,Karen,Hernandez,Female,43.0,2020-04-27,North
C0577,Nancy,Buckley,Other,66.0,2022-05-30,West
C0578,Nathan,Snyder,Male,56.0,2024-02-18,North
C0579,Dana,Ho,Female,42.0,2023-07-24,West
C0580,Luke,Arnold,Female,57.0,2020-08-26,North
C0581,Perry,Hebert,Female,59.0,2024-05-17,North
C0582,William,Walters,Female,51.0,2023-06-04,East
C0583,John,Santana,Other,30.0,2021-04-15,North
C0584,Timothy,Levine,Male,18.0,2021-01-21,North
C0585,Tony,Parker,Other,68.0,2023-04-25,South
C0586,Brandon,Macdonald,Other,26.0,2021-08-30,East
C0587,Ryan,Mullen,Female,44.0,2021-01-07,West
C0588,David,Johnson,Other,,2021-02-24,West
C0589,Jose,Peterson,Male,33.0,2020-12-25,South
C0590,Patricia,Garcia,Male,21.0,2020-07-14,South
C0591,Tina,Frank,Female,55.0,2020-04-11,West
C0592,Austin,Adams,Other,59.0,2022-09-16,East
C0593,Andrew,Cook,Female,55.0,2021-08-24,South
C0594,Ryan,Castro,Male,,2021-06-23,East
C0595,Joshua,Shah,Other,39.0,2025-03-14,East
C0596,David,Carr,Female,18.0,2022-08-22,South
C0597,Ariel,Sanchez,Male,33.0,2024-06-22,North
C0598,Morgan,Wagner,Female,40.0,2023-04-11,South
C0599,Daniel,Estes,Male,58.0,2022-12-24,South
C0600,Timothy,Cunningham,Male,39.0,2021-04-24,South
C0601,Melissa,Jefferson,Other,48.0,2020-07-02,West
C0602,Julie,Rodriguez,Other,62.0,2023-11-19,East
C0603,Michelle,Simpson,Other,54.0,2020-08-07,East
C0604,Juan,Allison,Other,37.0,2020-04-23,West
C0605,James,Mason,Female,28.0,2022-09-15,North
C0606,Paul,Dawson,Female,68.0,2025-02-28,North
C0607,Patrick,Fox,Female,32.0,2025-04-04,North
C0608,Timothy,Page,Other,,2024-10-26,South
C0609,David,Sanford,Female,57.0,2023-12-24,South
C0610,Evelyn,Campbell,Male,48.0,2024-04-01,East
C0611,Daniel,Nelson,Other,,2020-05-20,South
C0612,Alexandra,Bennett,Female,29.0,2024-02-20,North
C0613,Rachael,Curtis,Female,18.0,2024-03-13,North
C0614,Heather,Barrera,Female,19.0,2020-08-13,North
C0615,Nicole,Simmons,Male,36.0,2023-04-19,West
C0616,Linda,Hamilton,Male,58.0,2022-11-16,East
C0617,Bradley,Cox,Male,19.0,2022-10-03,South
C0618,Jade,Blackwell,Male,36.0,2020-11-13,South
C0619,Wendy,Campbell,Male,,2023-11-06,South
C0620,Keith,Moore,Female,53.0,2022-09-14,South
C0621,Anita,Richardson,Male,30.0,2023-08-26,North
C0622,Dylan,Rangel,Male,34.0,2022-11-21,North
C0623,Norma,Lopez,Male,61.0,2023-09-04,South
C0624,Alexandra,Hutchinson,Female,59.0,2020-12-18,North
C0625,Scott,Thomas,Female,31.0,2024-02-26,East
C0626,Samuel,Turner,Female,,2022-11-22,East
C0627,John,Hamilton,Female,60.0,2021-05-23,South
C0628,Michael,Morrison,Other,69.0,2024-11-09,West
C0629,Natasha,Anderson,Other,22.0,2022-02-18,North
C0630,James,Fischer,Male,26.0,2022-12-25,South
C0631,Kimberly,Woods,Male,52.0,2020-10-26,West
C0632,Lisa,Larsen,Other,41.0,2022-01-05,East
C0633,Sherry,Gilbert,Other,45.0,2021-04-16,South
C0634,Denise,Chandler,Male,66.0,2024-03-05,South
C0635,Dylan,Mitchell,Other,36.0,2023-03-13,South
C0636,Richard,Watson,Female,33.0,2020-11-18,North
C0637,Janet,Underwood,Other,68.0,2022-07-16,East
C0638,Sean,Sanchez,Male,50.0,2023-01-19,West
C0639,Jasmine,George,Male,64.0,2023-01-10,North
C0640,Melissa,Brown,Female,68.0,2024-07-27,North
C0641,Danielle,Mack,Male,50.0,2021-05-05,West
C0642,Heather,Ballard,Other,66.0,2023-08-10,East
C0643,Regina,Brown,Female,51.0,2024-04-20,West
C0644,Joshua,Walters,Male,38.0,2023-02-26,East
C0645,Kaitlyn,Williams,Other,,2021-07-11,West
C0646,James,Morrow,Other,49.0,2022-03-04,West
C0647,Jacqueline,Garcia,Female,55.0,2021-06-18,West
C0648,Richard,Mosley,Other,68.0,2024-08-07,North
C0649,Nathan,Avila,Male,32.0,2023-07-09,South
C0650,Sandra,Martinez,Female,33.0,2024-08-30,West
C0651,Kevin,Kim,Male,37.0,2025-04-01,West
C0652,Misty,Oneal,Female,54.0,2024-09-05,South
C0653,Erik,Williams,Female,34.0,2022-11-11,North
C0654,Michael,Jefferson,Male,66.0,2023-04-02,North
C0655,David,Phillips,Female,,2020-09-25,East
C0656,Hannah,Frazier,Male,55.0,2023-08-27,North
C0657,Richard,Martinez,Female,50.0,2023-01-24,East
C0658,Greg,Gonzalez,Female,46.0,2022-07-02,West
C0659,Johnny,Nunez,Female,44.0,2022-03-31,East
C0660,William,Miller,Female,38.0,2024-07-13,East
C0661,Kristin,Powell,Female,19.0,2021-10-04,South
C0662,Jennifer,Reyes,Female,32.0,2024-04-05,East
C0663,Isaac,Watkins,Other,22.0,2024-03-19,East
C0664,John,Sandoval,Male,36.0,2022-05-13,North
C0665,Luke,Santos,Female,32.0,2021-05-28,North
C0666,Nicole,Reynolds,Male,22.0,2024-03-08,East
C0667,Mary,White,Male,52.0,2021-09-30,South
C0668,Jonathan,Marshall,Female,30.0,2025-03-18,East
C0669,Kyle,Reilly,Female,37.0,2022-05-17,East
C0670,Bryan,Turner,Male,63.0,2021-08-13,South
C0671,Andrew,Davis,Other,65.0,2023-05-10,East
C0672,Matthew,Good,Male,67.0,2020-06-05,East
C0673,Timothy,Moreno,Female,70.0,2020-08-17,East
C0674,Juan,Allen,Female,43.0,2021-06-30,North
C0675,Jamie,Le,Female,59.0,2022-09-26,South
C0676,Laura,Lewis,Female,32.0,2023-08-16,South
C0677,Ashley,Johnson,Other,65.0,2021-07-16,South
C0678,Audrey,Benson,Female,32.0,2023-07-09,West
C0679,Deanna,Kent,Other,70.0,2022-12-04,West
C0680,Daniel,Calderon,Female,68.0,2023-12-10,North
C0681,Shannon,Henry,Female,30.0,2024-05-22,West
C0682,Ashley,Black,Other,44.0,2024-05-08,South
C0683,Katherine,Saunders,Female,46.0,2022-06-29,North
C0684,Diana,Mccormick,Female,26.0,2022-01-14,South
C0685,Erika,Brown,Female,65.0,2023-04-30,North
C0686,Melissa,Cox,Female,69.0,2023-01-01,East
C0687,Mark,Chavez,Female,32.0,2023-02-24,West
C0688,Melinda,Stewart,Female,61.0,2020-06-13,West
C0689,Courtney,Cook,Other,52.0,2020-11-04,East
C0690,Justin,Chang,Female,55.0,2023-12-20,North
C0691,Matthew,Norman,Other,68.0,2022-04-24,North
C0692,Margaret,Rodriguez,Male,27.0,2024-05-28,East
C0693,Daniel,Hudson,Other,58.0,2023-05-26,West
C0694,Lorraine,Smith,Female,31.0,2023-06-05,West
C0695,Amy,Johnson,Male,52.0,2024-01-05,West
C0696,Stephen,Ross,Male,48.0,2020-11-13,North
C0697,Gregory,Harris,Female,54.0,2021-02-28,West
C0698,Charles,Gordon,Other,37.0,2024-09-09,North
C0699,Sydney,Smith,Male,24.0,2021-05-15,South
C0700,Anthony,Reed,Male,70.0,2023-01-09,West
C0701,Jason,Mcneil,Male,29.0,2022-05-17,South
C0702,Nicholas,Williams,Male,42.0,2023-02-23,East
C0703,John,Buck,Male,32.0,2020-12-19,East
C0704,David,Avery,Other,51.0,2023-02-21,North
C0705,Felicia,Guerrero,Female,21.0,2023-12-16,East
C0706,Madeline,Rodriguez,Other,,2022-08-03,South
C0707,Sheila,Vaughn,Female,44.0,2022-01-17,West
C0708,Juan,Gross,Male,25.0,2025-03-14,South
C0709,Kevin,Brown,Other,44.0,2023-12-20,West
C0710,David,Harris,Other,22.0,2021-12-16,West
C0711,Alice,Ross,Male,26.0,2021-09-23,South
C0712,Allison,Combs,Female,45.0,2023-08-08,West
C0713,Vicki,Duncan,Male,56.0,2021-08-11,East
C0714,Patricia,Harvey,Other,30.0,2024-08-19,West
C0715,John,Phillips,Female,30.0,2021-08-03,North
C0716,David,Brown,Male,46.0,2020-07-05,North
C0717,Deborah,Castillo,Female,56.0,2024-08-24,South
C0718,Joseph,Williams,Other,39.0,2021-11-19,West
C0719,Michael,Kelly,Female,47.0,2024-10-15,North
C0720,Megan,Sims,Other,23.0,2022-08-09,East
C0721,Elaine,Young,Other,47.0,2022-04-12,East
C0722,Olivia,Nelson,Other,63.0,2025-03-16,East
C0723,Mark,Franklin,Female,57.0,2020-10-19,South
C0724,Robert,Davis,Female,33.0,2024-03-02,South
C0725,Eric,Moore,Other,64.0,2023-03-06,West
C0726,Mark,Bond,Female,42.0,2023-03-25,South
C0727,Justin,Morris,Other,54.0,2024-12-20,North
C0728,Bradley,Gordon,Female,62.0,2023-03-31,North
C0729,Christopher,Morales,Male,28.0,2021-08-22,East
C0730,Gina,Wagner,Other,52.0,2021-03-01,East
C0731,Erin,Johnson,Other,22.0,2021-07-12,South
C0732,Kimberly,Harrell,Female,44.0,2023-12-02,North
C0733,Jessica,Nelson,Female,22.0,2023-06-15,North
C0734,Michelle,Lindsey,Other,67.0,2022-01-15,East
C0735,Kelly,Nelson,Female,46.0,2020-08-24,South
C0736,Matthew,Carr,Female,31.0,2021-03-03,North
C0737,Robert,Bennett,Female,19.0,2023-05-25,North
C0738,Danny,Salas,Other,62.0,2024-09-14,West
C0739,Mariah,Mercer,Female,39.0,2023-10-27,West
C0740,John,Bush,Male,43.0,2021-04-16,North
C0741,Laura,Warren,Male,34.0,2024-05-29,North
C0742,Steven,Mata,Other,26.0,2021-06-12,East
C0743,Andrew,Rivera,Other,65.0,2022-02-07,West
C0744,Sara,Collins,Female,47.0,2025-04-07,North
C0745,Julie,Garcia,Male,53.0,2021-02-25,South
C0746,Tonya,Wilson,Other,46.0,2024-06-04,South
C0747,Richard,Harrison,Female,70.0,2021-09-26,East
C0748,Michelle,Johns,Male,28.0,2021-12-15,North
C0749,Cory,Wise,Other,24.0,2023-07-15,South
C0750,Kyle,Montgomery,Female,25.0,2024-11-18,West
C0751,Sydney,Koch,Male,22.0,2021-09-16,North
C0752,Lacey,Luna,Other,35.0,2024-07-06,South
C0753,Kirsten,Allen,Female,40.0,2022-10-05,South
C0754,Steven,Jordan,Male,63.0,2022-11-24,North
C0755,Jonathan,Miller,Other,52.0,2022-03-27,South
C0756,William,Roach,Female,62.0,2021-03-10,North
C0757,Leah,Hill,Other,69.0,2021-08-09,North
C0758,Barbara,Hernandez,Female,62.0,2024-09-07,East
C0759,Amanda,Johnson,Female,21.0,2022-10-21,North
C0760,Dana,Brown,Male,67.0,2024-06-14,West
C0761,Melissa,Fitzgerald,Male,33.0,2023-09-03,East
C0762,Antonio,Jackson,Male,30.0,2023-10-26,North
C0763,Rachel,Little,Male,44.0,2022-03-23,North
C0764,David,Kelley,Male,39.0,2023-10-16,South
C0765,Angela,Garcia,Other,60.0,2024-12-19,North
C0766,Seth,Edwards,Male,,2021-04-25,South
C0767,Daniel,Gregory,Other,28.0,2020-11-21,North
C0768,Gail,Rosales,Female,50.0,2024-07-02,North
C0769,Renee,Tucker,Female,38.0,2020-11-14,South
C0770,Emily,Johnson,Other,31.0,2023-06-18,West
C0771,Charlene,Benson,Female,25.0,2020-12-29,South
C0772,Kenneth,Stuart,Male,24.0,2024-04-25,East
C0773,Rhonda,Kline,Female,29.0,2022-12-27,North
C0774,Vanessa,Martin,Female,59.0,2022-06-21,East
C0775,Cynthia,Hart,Male,42.0,2023-07-15,South
C0776,Katherine,Lane,Female,32.0,2021-06-07,North
C0777,Anna,Hammond,Other,70.0,2021-03-17,East
C0778,Taylor,Hudson,Other,57.0,2023-03-05,East
C0779,Joshua,Meyer,Male,22.0,2020-04-16,South
C0780,Breanna,Schroeder,Female,37.0,2023-10-08,West
C0781,Latasha,Morales,Male,63.0,2020-11-11,South
C0782,Joseph,Logan,Female,24.0,2023-06-28,East
C0783,Alyssa,Wright,Other,62.0,2021-03-13,West
C0784,Angela,Johnson,Other,67.0,2020-12-12,South
C0785,Lisa,Richmond,Female,29.0,2020-10-11,East
C0786,Patricia,Mccarty,Other,48.0,2022-07-31,North
C0787,Alicia,Jimenez,Female,19.0,2023-06-07,West
C0788,Timothy,Scott,Female,50.0,2023-04-12,South
C0789,Tonya,Sandoval,Other,55.0,2024-07-21,North
C0790,Julie,Pugh,Male,19.0,2022-11-20,North
C0791,Brittany,Murray,Female,33.0,2023-11-01,West
C0792,Daniel,Haney,Male,57.0,2020-12-31,North
C0793,Charles,Lee,Male,26.0,2023-05-13,East
C0794,Brent,Brown,Female,36.0,2023-08-21,South
C0795,Emily,Smith,Male,42.0,2025-04-03,South
C0796,Jonathan,Gardner,Other,20.0,2023-03-08,South
C0797,Jordan,Smith,Other,56.0,2020-04-29,West
C0798,Rachel,Porter,Other,39.0,2020-08-12,South
C0799,Jeffrey,Myers,Female,,2024-06-12,North
C0179,Carol,Lara,Female,42.0,2021-10-03,North
C0596,David,Carr,Female,18.0,2022-08-22,South
C0396,Laura,Smith,Female,67.0,2025-03-10,South
C0797,Jordan,Smith,Other,56.0,2020-04-29,West
C0526,Michael,Brown,Other,25.0,2021-08-09,East
C0636,Richard,Watson,Female,33.0,2020-11-18,North
C0631,Kimberly,Woods,Male,52.0,2020-10-26,West
C0373,Melissa,Cole,Female,66.0,2020-10-10,North
C0135,Hector,Clarke,Other,30.0,2025-04-04,East
C0572,Abigail,Adams,Male,21.0,2020-04-20,West
C0698,Charles,Gordon,Other,37.0,2024-09-09,North
C0476,John,Le,Female,29.0,2022-11-23,West
C0059,Alison,Berger,Male,56.0,2020-11-16,West
C0600,Timothy,Cunningham,Male,39.0,2021-04-24,South
C0480,Matthew,Moore,Female,27.0,2020-05-23,South
C0515,Elizabeth,Alvarez,Other,46.0,2023-07-22,East
